occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Microeca fascinans","Microeca fascinans (Latham, 1802)","2489296","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Microeca","Microeca fascinans","Microeca fascinans","(Latham, 1802) ","2489296",
,"Myiagra inquieta","Myiagra inquieta (Latham, 1802)","2486651","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Myiagra inquieta","Myiagra inquieta","(Latham, 1802) ","2486651",
,"Pachycephala pectoralis","Pachycephala pectoralis (Latham, 1802)","5959188","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala pectoralis","Pachycephala pectoralis","(Latham, 1802) ","5959188",
,"Pachycephala rufiventris","Pachycephala rufiventris (Latham, 1802)","5959190","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala rufiventris","Pachycephala rufiventris","(Latham, 1802) ","5959190",
,"Pardalotus striatus","Pardalotus striatus (Gmelin, 1789)","2486621","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Pardalotus striatus","Pardalotus striatus","(Gmelin, 1789) ","2486621",
,"Petroica multicolor","Petroica multicolor (Gmelin, 1789)","2489315","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Petroica","Petroica multicolor","Petroica multicolor","(Gmelin, 1789) ","2489315",
,"Phylidonyris novaehollandiae","Phylidonyris novaehollandiae (Latham, 1790)","2487015","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Phylidonyris","Phylidonyris novaehollandiae","Phylidonyris novaehollandiae","(Latham, 1790) ","2487015",
,"Pomatostomus superciliosus","Pomatostomus superciliosus (Vigors & Horsfield, 1827)","2492266","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pomatostomidae","Pomatostomus","Pomatostomus superciliosus","Pomatostomus superciliosus","(Vigors & Horsfield, 1827) ","2492266",
,"Rhipidura fuliginosa","Rhipidura fuliginosa (Sparrman, 1787)","5231730","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura fuliginosa","Rhipidura fuliginosa","(Sparrman, 1787) ","5231730",
,"Rhipidura leucophrys","Rhipidura leucophrys (Latham, 1802)","5231722","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura leucophrys","Rhipidura leucophrys","(Latham, 1802) ","5231722",
,"Sericornis frontalis","Sericornis frontalis (Vigors & Horsfield, 1827)","2486602","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Sericornis","Sericornis frontalis","Sericornis frontalis","(Vigors & Horsfield, 1827) ","2486602",
,"Smicrornis brevirostris","Smicrornis brevirostris (Gould, 1838)","2486541","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Smicrornis","Smicrornis brevirostris","Smicrornis brevirostris","(Gould, 1838) ","2486541",
,"Strepera versicolor","Strepera versicolor (Latham, 1802)","2489446","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Cracticidae","Strepera","Strepera versicolor","Strepera versicolor","(Latham, 1802) ","2489446",
,"Zosterops lateralis","Zosterops lateralis (Latham, 1802)","2489396","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Zosterops lateralis","Zosterops lateralis","(Latham, 1802) ","2489396",
,"Acanthagenys rufogularis","Acanthagenys rufogularis Gould, 1838","2487054","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Acanthagenys","Acanthagenys rufogularis","Acanthagenys rufogularis","Gould, 1838","2487054",
,"Acanthiza apicalis","Acanthiza apicalis Gould, 1847","7341406","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Acanthiza apicalis","Acanthiza apicalis","Gould, 1847","7341406",
,"Acanthiza chrysorrhoa","Acanthiza chrysorrhoa (Quoy & Gaimard, 1830)","5230400","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Acanthiza chrysorrhoa","Acanthiza chrysorrhoa","(Quoy & Gaimard, 1830) ","5230400",
,"Acanthiza robustirostris","Acanthiza robustirostris Milligan, 1903","5230411","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Acanthiza robustirostris","Acanthiza robustirostris","Milligan, 1903","5230411",
,"Acanthiza uropygialis","Acanthiza uropygialis Gould, 1838","5230403","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Acanthiza uropygialis","Acanthiza uropygialis","Gould, 1838","5230403",
,"Aphelocephala leucopsis","Aphelocephala leucopsis (Gould, 1841)","2486544","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Aphelocephala","Aphelocephala leucopsis","Aphelocephala leucopsis","(Gould, 1841) ","2486544",
,"Climacteris affinis","Climacteris affinis Blyth, 1864","2494130","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Climacteridae","Climacteris","Climacteris affinis","Climacteris affinis","Blyth, 1864","2494130",
,"Colluricincla harmonica","Colluricincla harmonica (Latham, 1802)","2482357","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","Colluricincla harmonica","Colluricincla harmonica","(Latham, 1802) ","2482357",
,"Daphoenositta chrysoptera","Daphoenositta chrysoptera (Latham, 1802)","2487489","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Neosittidae","Daphoenositta","Daphoenositta chrysoptera","Daphoenositta chrysoptera","(Latham, 1802) ","2487489",
,"Epthianura tricolor","Epthianura tricolor Gould, 1841","2487109","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Epthianura","Epthianura tricolor","Epthianura tricolor","Gould, 1841","2487109",
,"Gerygone fusca","Gerygone fusca (Gould, 1838)","2486563","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Gerygone fusca","Gerygone fusca","(Gould, 1838) ","2486563",
,"Malurus splendens","Malurus splendens (Quoy & Gaimard, 1830)","2487511","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","Malurus splendens","Malurus splendens","(Quoy & Gaimard, 1830) ","2487511",
,"Melanodryas cucullata","Melanodryas cucullata (Latham, 1802)","2489290","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Melanodryas","Melanodryas cucullata","Melanodryas cucullata","(Latham, 1802) ","2489290",
,"Lichenostomus virescens","Lichenostomus virescens (Vieillot, 1817)","2486936","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Gavicalis","Gavicalis virescens","Lichenostomus virescens","(Vieillot, 1817) ","2486936","7379258"
,"Oreoica gutturalis","Oreoica gutturalis (Vigors & Horsfield, 1827)","5229497","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Oreoicidae","Oreoica","Oreoica gutturalis","Oreoica gutturalis","(Vigors & Horsfield, 1827) ","5229497",
,"Pachycephala rufiventris","Pachycephala rufiventris (Latham, 1802)","5959190","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala rufiventris","Pachycephala rufiventris","(Latham, 1802) ","5959190",
,"Petroica goodenovii","Petroica goodenovii (Vigors & Horsfield, 1827)","2489322","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Petroica","Petroica goodenovii","Petroica goodenovii","(Vigors & Horsfield, 1827) ","2489322",
,"Pomatostomus superciliosus","Pomatostomus superciliosus (Vigors & Horsfield, 1827)","2492266","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pomatostomidae","Pomatostomus","Pomatostomus superciliosus","Pomatostomus superciliosus","(Vigors & Horsfield, 1827) ","2492266",
,"Rhipidura fuliginosa","Rhipidura fuliginosa (Sparrman, 1787)","5231730","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura fuliginosa","Rhipidura fuliginosa","(Sparrman, 1787) ","5231730",
,"Rhipidura leucophrys","Rhipidura leucophrys (Latham, 1802)","5231722","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura leucophrys","Rhipidura leucophrys","(Latham, 1802) ","5231722",
,"Taeniopygia guttata","Taeniopygia guttata (Vieillot, 1817)","2493633","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Taeniopygia","Taeniopygia guttata","Taeniopygia guttata","(Vieillot, 1817) ","2493633",
,"Malurus cyaneus","Malurus cyaneus (Ellis, 1782)","2487516","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","Malurus cyaneus","Malurus cyaneus","(Ellis, 1782) ","2487516",
,"Sericornis frontalis","Sericornis frontalis (Vigors & Horsfield, 1827)","2486602","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Sericornis","Sericornis frontalis","Sericornis frontalis","(Vigors & Horsfield, 1827) ","2486602",
,"Petroica multicolor","Petroica multicolor (Gmelin, 1789)","2489315","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Petroica","Petroica multicolor","Petroica multicolor","(Gmelin, 1789) ","2489315",
,"Melanodryas vittata","Melanodryas vittata (Quoy & Gaimard, 1830)","2489289","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Melanodryas","Melanodryas vittata","Melanodryas vittata","(Quoy & Gaimard, 1830) ","2489289",
,"Petroica phoenicea","Petroica phoenicea Gould, 1837","2489321","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Petroica","Petroica phoenicea","Petroica phoenicea","Gould, 1837","2489321",
,"Colluricincla harmonica","Colluricincla harmonica (Latham, 1802)","2482357","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","Colluricincla harmonica","Colluricincla harmonica","(Latham, 1802) ","2482357",
,"Melithreptus validirostris","Melithreptus validirostris (Gould, 1837)","5230477","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Melithreptus","Melithreptus validirostris","Melithreptus validirostris","(Gould, 1837) ","5230477",
,"Pardalotus striatus","Pardalotus striatus (Gmelin, 1789)","2486621","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Pardalotus striatus","Pardalotus striatus","(Gmelin, 1789) ","2486621",
,"Acanthiza ewingii","Acanthiza ewingii Gould, 1844","5230404","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Acanthiza ewingii","Acanthiza ewingii","Gould, 1844","5230404",
,"Acanthiza pusilla","Acanthiza pusilla (Shaw, 1790)","5230402","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Acanthiza pusilla","Acanthiza pusilla","(Shaw, 1790) ","5230402",
,"Pachycephala pectoralis","Pachycephala pectoralis (Latham, 1802)","5959188","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala pectoralis","Pachycephala pectoralis","(Latham, 1802) ","5959188",
,"Rhipidura fuliginosa","Rhipidura fuliginosa (Sparrman, 1787)","5231730","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura fuliginosa","Rhipidura fuliginosa","(Sparrman, 1787) ","5231730",
,"Acanthiza reguloides","Acanthiza reguloides Vigors & Horsfield, 1827","5230407","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Acanthiza reguloides","Acanthiza reguloides","Vigors & Horsfield, 1827","5230407",
,"Acanthiza lineata","Acanthiza lineata Gould, 1838","5230401","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Acanthiza lineata","Acanthiza lineata","Gould, 1838","5230401",
,"Acanthiza nana","Acanthiza nana Vigors & Horsfield, 1827","5230410","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Acanthiza nana","Acanthiza nana","Vigors & Horsfield, 1827","5230410",
,"Smicrornis brevirostris","Smicrornis brevirostris (Gould, 1838)","2486541","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Smicrornis","Smicrornis brevirostris","Smicrornis brevirostris","(Gould, 1838) ","2486541",
,"Gerygone olivacea","Gerygone olivacea (Gould, 1838)","2486553","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Gerygone olivacea","Gerygone olivacea","(Gould, 1838) ","2486553",
,"Aegithalos caudatus","Aegithalos caudatus (Linnaeus, 1758)","2495000","EXACT","99","DOUBTFUL","SPECIES","Animalia","Chordata","Aves","Passeriformes","Aegithalidae","Aegithalos","Aegithalos caudatus","Aegithalos caudatus","(Linnaeus, 1758) ","2495000",
,"Certhia brachydactyla","Certhia brachydactyla C.L.Brehm, 1820","7806848","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Certhia","Certhia brachydactyla","Certhia brachydactyla","C.L.Brehm, 1820","7806848",
,"Certhia familiaris","Certhia familiaris Linnaeus, 1758","2487603","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Certhia","Certhia familiaris","Certhia familiaris","Linnaeus, 1758","2487603",
,"Carduelis chloris","Carduelis chloris (Linnaeus, 1758)","2494642","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Chloris","Chloris chloris","Carduelis chloris","(Linnaeus, 1758) ","2494642","5845582"
,"Coccothraustes coccothraustes","Coccothraustes coccothraustes (Linnaeus, 1758)","2494329","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Coccothraustes","Coccothraustes coccothraustes","Coccothraustes coccothraustes","(Linnaeus, 1758) ","2494329",
,"Parus caeruleus","Parus caeruleus Linnaeus, 1758","8191482","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes caeruleus","Parus caeruleus","Linnaeus, 1758","8191482","2487879"
,"Dendrocopos major","Dendrocopos major (Linnaeus, 1758)","2477968","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","Dendrocopos major","Dendrocopos major","(Linnaeus, 1758) ","2477968",
,"Dendrocopos medius","Dendrocopos medius (Linnaeus, 1758)","2478026","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocoptes","Dendrocoptes medius","Dendrocopos medius","(Linnaeus, 1758) ","2478026","8773033"
,"Dryocopus martius","Dryocopus martius (Linnaeus, 1758)","2477872","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus","Dryocopus martius","Dryocopus martius","(Linnaeus, 1758) ","2477872",
,"Erithacus rubecula","Erithacus rubecula (Linnaeus, 1758)","2492462","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Erithacus","Erithacus rubecula","Erithacus rubecula","(Linnaeus, 1758) ","2492462",
,"Ficedula albicollis","Ficedula albicollis (Temminck, 1815)","2492601","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula albicollis","Ficedula albicollis","(Temminck, 1815) ","2492601",
,"Ficedula hypoleuca","Ficedula hypoleuca (Pallas, 1764)","2492606","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula hypoleuca","Ficedula hypoleuca","(Pallas, 1764) ","2492606",
,"Fringilla coelebs","Fringilla coelebs Linnaeus, 1758","2494422","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Fringilla coelebs","Fringilla coelebs","Linnaeus, 1758","2494422",
,"Muscicapa striata","Muscicapa striata (Pallas, 1764)","2492576","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Muscicapa","Muscicapa striata","Muscicapa striata","(Pallas, 1764) ","2492576",
,"Oriolus oriolus","Oriolus oriolus (Linnaeus, 1758)","2488949","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus oriolus","Oriolus oriolus","(Linnaeus, 1758) ","2488949",
,"Parus major","Parus major Linnaeus, 1758","9705453","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus major","Parus major","Linnaeus, 1758","9705453",
,"Phoenicurus phoenicurus","Phoenicurus phoenicurus (Linnaeus, 1758)","5739317","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus","Phoenicurus phoenicurus","Phoenicurus phoenicurus","(Linnaeus, 1758) ","5739317",
,"Phylloscopus collybita","Phylloscopus collybita (Vieillot, 1817)","2493091","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Phylloscopus collybita","Phylloscopus collybita","(Vieillot, 1817) ","2493091",
,"Phylloscopus sibilatrix","Phylloscopus sibillatrix (Bechstein, 1792)","8128385","FUZZY","98","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Phylloscopus sibillatrix","Phylloscopus sibillatrix","(Bechstein, 1792) ","8128385",
,"Parus palustris","Parus palustris Linnaeus, 1758","8126684","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile palustris","Parus palustris","Linnaeus, 1758","8126684","2487843"
,"Sitta europaea","Sitta europaea Linnaeus, 1758","2484916","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta europaea","Sitta europaea","Linnaeus, 1758","2484916",
,"Sturnus vulgaris","Sturnus vulgaris Linnaeus, 1758","9809229","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris","Sturnus vulgaris","Linnaeus, 1758","9809229",
,"Sylvia atricapilla","Sylvia atricapilla (Linnaeus, 1758)","2492956","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Sylvia atricapilla","Sylvia atricapilla","(Linnaeus, 1758) ","2492956",
,"Sylvia borin","Sylvia borin (Boddaert, 1783)","2492942","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Sylvia borin","Sylvia borin","(Boddaert, 1783) ","2492942",
,"Troglodytes troglodytes","Troglodytes troglodytes (Linnaeus, 1758)","5231438","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","(Linnaeus, 1758) ","5231438",
,"Turdus merula","Turdus merula Linnaeus, 1758","2490719","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus merula","Turdus merula","Linnaeus, 1758","2490719",
,"Turdus philomelos","Turdus philomelos C.L.Brehm, 1831","7901064","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus philomelos","Turdus philomelos","C.L.Brehm, 1831","7901064",
,"Turdus viscivorus","Turdus viscivorus Linnaeus, 1758","2490774","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus viscivorus","Turdus viscivorus","Linnaeus, 1758","2490774",
