Sp_eBird
Abeillia abeillei
Columba punicea
Columba rupestris
Columba sjostedti
Columba thomensis
Columba torringtoniae
Columba trocaz
Columba unicincta
Columba vitiensis
Columbina buckleyi
Columbina cruziana
Columbina cyanopis
Columbina inca
Columbina minuta
Columbina passerina
Columbina picui
Columbina squammata
Columbina talpacoti
Compsothraupis loricata
Conioptilon mcilhennyi
Conirostrum albifrons
Conirostrum bicolor
Conirostrum binghami
Conirostrum cinereum
Conirostrum ferrugineiventre
Conirostrum cinereum
Conirostrum leucogenys
Conirostrum margaritae
Conirostrum rufum
Conirostrum sitticolor
Conirostrum speciosum
Conirostrum tamarugense
Conopias albovittatus
Conopias cinchoneti
Conopias parvus
Conopias trivirgatus
Conopophaga ardesiaca
Conopophaga aurita
Conopophaga castaneiceps
Conopophaga cearae
Conopophaga lineata
Conopophaga melanogaster
Conopophaga melanops
Conopophaga peruviana
Conopophaga roberti
Conopophaga aurita
Conopophila albogularis
Conopophila rufogularis
Conopophila whitei
Conostoma aemodium
Conothraupis mesoleuca
Conothraupis speculigera
Contopus albogularis
Contopus cinereus
Contopus caribaeus
Contopus cinereus
Contopus cooperi
Contopus fumigatus
Contopus hispaniolensis
Contopus latirostris
Contopus lugubris
Contopus nigrescens
Contopus ochraceus
Contopus pallidus
Contopus pertinax
Contopus cinereus
Contopus sordidulus
Contopus virens
Copsychus albospecularis
Copsychus mindanensis
Copsychus albospecularis
Copsychus saularis
Copsychus sechellarum
Coracias abyssinicus
Coracias affinis
Coracias benghalensis
Coracias caudatus
Coracias cyanogaster
Coracias garrulus
Coracias naevius
Coracias spatulatus
Coracias temminckii
Coracina atriceps
Coracina bicolor
Coracina boyeri
Coracina caeruleogrisea
Coracina caledonica
Coracina dobsoni
Coracina fortis
Coracina javensis
Coracina larvata
Coracina leucopygia
Coracina lineata
Coracina longicauda
Coracina macei
Coracina maxima
Coracina novaehollandiae
Coracina striata
Coracina ingens
Coracina papuensis
Coracina personata
Coracina schistacea
Coracina striata
Coracina temminckii
Coracina welchmani
Coracopsis barklyi
Coracopsis nigra
Coracopsis nigra
Coracopsis vasa
Coracornis raveni
Coracornis sanghirensis
Coragyps atratus
Corapipo gutturalis
Corapipo altera
Corapipo leucorrhoa
Corcorax melanorhamphos
Cormobates leucophaea
Cormobates placens
Lanius corvinus
Corvus albicollis
Corvus albus
Corvus bennetti
Corvus brachyrhynchos
Corvus capensis
Corvus brachyrhynchos
Corvus corax
Corvus cornix
Corvus corone
Corvus coronoides
Corvus crassirostris
Corvus cryptoleucus
Corvus dauuricus
Corvus edithae
Corvus enca
Corvus florensis
Corvus frugilegus
Corvus fuscicapillus
Corvus hawaiiensis
Corvus imparatus
Corvus insularis
Corvus jamaicensis
Corvus kubaryi
Corvus leucognaphalus
Corvus macrorhynchos
Corvus meeki
Corvus mellori
Corvus monedula
Corvus moneduloides
Corvus nasicus
Corvus orru
Corvus ossifragus
Corvus palmarum
Corvus pectoralis
Corvus rhipidurus
Corvus ruficollis
Corvus sinaloae
Corvus splendens
Corvus tasmanicus
Corvus tristis
Corvus typicus
Corvus unicolor
Corvus validus
Corvus violaceus
Corvus woodfordi
Corydon sumatranus
Rhopospina alaudina
Rhopospina carbonaria
Coryphaspiza melanotis
Coryphistera alaudina
Coryphospingus cucullatus
Coryphospingus pileatus
Corythaeola cristata
Corythaixoides concolor
Corythaixoides personatus
Corythaixoides personatus
Corythopis delalandi
Corythopis torquatus
Corythornis cristatus
Corythornis leucogaster
Corythornis madagascariensis
Corythornis cristatus
Corythornis cristatus
Corythornis vintsioides
Coscoroba coscoroba
Cossypha albicapillus
Cossypha cyanocampter
Cossypha dichroa
Cossypha heinrichi
Cossypha heuglini
Cossypha natalensis
Cossypha niveicapilla
Cossypha semirufa
Cossyphicula roberti
Cotinga amabilis
Cotinga cayana
Cotinga cotinga
Cotinga maculata
Cotinga maynana
Cotinga nattererii
Cotinga ridgwayi
Coturnicops exquisitus
Coturnicops notatus
Coturnicops noveboracensis
Coturnix coromandelica
Coturnix coturnix
Coturnix delegorguei
Coturnix japonica
Coturnix pectoralis
Coua caerulea
Coua coquereli
Coua cristata
Coua cursor
Coua gigas
Coua ruficeps
Coua cristata
Coua reynaudii
Coua ruficeps
Coua serriana
Coua verreauxi
Cracticus argenteus
Cracticus cassicus
Cracticus louisiadensis
Cracticus mentalis
Cracticus nigrogularis
Cracticus torquatus
Cranioleuca albicapilla
Cranioleuca albiceps
Cranioleuca antisiensis
Cranioleuca antisiensis
Thripophaga berlepschi
Cranioleuca curtata
Cranioleuca demissa
Cranioleuca dissita
Cranioleuca erythrops
Cranioleuca hellmayri
Cranioleuca henricae
Cranioleuca marcapatae
Cranioleuca muelleri
Cranioleuca obsoleta
Cranioleuca pallida
Cranioleuca pyrrhophia
Cranioleuca semicinerea
Cranioleuca subcristata
Limnoctites sulphuriferus
Cranioleuca vulpecula
Cranioleuca vulpina
Cranioleuca marcapatae
Crateroscelis murina
Crateroscelis nigrorufa
Crateroscelis robusta
Crax alberti
Crax alector
Crax blumenbachii
Crax daubentoni
Crax fasciolata
Crax globulosa
Crax fasciolata
Crax rubra
Creagrus furcatus
Creatophora cinerea
Creurgops dentatus
Creurgops verticalis
Crex crex
Crex egregia
Crinifer piscator
Crinifer zonurus
Corythaixoides leucogaster
Criniger barbatus
Criniger calurus
Criniger chloronotus
Criniger ndussumensis
Criniger olivaceus
Crithagra albogularis
Crithagra ankoberensis
Crithagra atrogularis
Crithagra buchanani
Crithagra burtoni
Crithagra canicapilla
Crithagra capistrata
Crithagra citrinelloides
Crithagra citrinipectus
Crithagra concolor
Crithagra donaldsoni
Crithagra dorsostriata
Crithagra flavigula
Crithagra flaviventris
Crithagra frontalis
Crithagra gularis
Crithagra hyposticta
Crithagra koliensis
Crithagra leucoptera
Crithagra leucopygia
Crithagra melanochroa
Crithagra menachensis
Crithagra mennelli
Crithagra mozambica
Crithagra reichardi
Crithagra reichenowi
Crithagra rothschildi
Crithagra rufobrunnea
Crithagra scotops
Crithagra reichardi
Crithagra sp.
Crithagra striolata
Crithagra whytii
Crithagra sulphurata
Crithagra symonsi
Crithagra totta
Crithagra tristriata
Crithagra xantholaema
Crithagra xanthopygia
Xanthomixis tenebrosa
Crossleyia xanthophrys
Crossoptilon auritum
Crossoptilon crossoptilon
Crossoptilon harmani
Crossoptilon mantchuricum
Crotophaga ani
Crotophaga major
Crotophaga sulcirostris
Crypsirina cucullata
Crypsirina temia
Cryptillas victorini
Cryptoleucopteryx plumbea
Stactolaema olivacea
Eopsaltria flaviventris
Cryptophaps poecilorrhoa
Cryptopipo holochlora
Cryptopipo holochlora
Cryptospiza jacksoni
Cryptospiza reichenovii
Cryptospiza salvadorii
Cryptospiza shelleyi
Cryptosylvicola randrianasoloi
Crypturellus atrocapillus
Crypturellus bartletti
Crypturellus berlepschi
Crypturellus boucardi
Crypturellus brevirostris
Crypturellus casiquiare
Crypturellus cinereus
Crypturellus cinnamomeus
Crypturellus duidae
Crypturellus erythropus
Crypturellus kerriae
Crypturellus noctivagus
Crypturellus obsoletus
Crypturellus cinnamomeus
Crypturellus parvirostris
Crypturellus ptaritepui
Crypturellus soui
Crypturellus strigulosus
Crypturellus tataupa
Crypturellus transfasciatus
Crypturellus undulatus
Crypturellus variegatus
Cuculus canorus
Cuculus clamosus
Cuculus crassirostris
Cuculus gularis
Cuculus lepidus
Cuculus micropterus
Cuculus poliocephalus
Cuculus rochii
Cuculus optatus
Cuculus saturatus
Cuculus solitarius
Culicicapa ceylonensis
Culicicapa helianthea
Culicivora caudacuta
Curaeus curaeus
Cursorius coromandelicus
Cursorius cursor
Cursorius rufus
Cursorius somalensis
Cursorius temminckii
Cutia legalleni
Cutia nipalensis
Luscinia svecica
Cyanerpes caeruleus
Cyanerpes cyaneus
Cyanerpes lucidus
Cyanerpes nitidus
Cyanicterus cyanicterus
Cyanistes caeruleus
Cyanistes cyanus
Cyanistes teneriffae
Cyanochen cyanoptera
Cyanocitta cristata
Cyanocitta stelleri
Cyanocompsa parellina
Cyanocorax affinis
Cyanocorax beecheii
Cyanocorax cayanus
Cyanocorax chrysops
Cyanocorax caeruleus
Calocitta colliei
Cyanocorax cristatellus
Cyanocorax cyanomelas
Cyanocorax cyanopogon
Cyanocorax dickeyi
Calocitta formosa
Cyanocorax heilprini
Cyanocorax heilprini
Cyanocorax melanocyaneus
Psilorhinus morio
Cyanocorax mystacalis
Cyanocorax sanblasianus
Cyanocorax violaceus
Cyanocorax yncas
Cyanocorax yucatanicus
Cyanoderma erythropterum
Cyanoderma chrysaeum
Cyanoderma erythropterum
Cyanoderma melanothorax
Cyanoderma pyrrhops
Cyanoderma ruficeps
Cyanoderma ambiguum
Cyanoderma rufifrons
Cyanoderma sp.
Cyanograucalus azureus
Cyanolanius madagascarinus
Cyanolanius madagascarinus
Cyanolimnas cerverai
Cyanoliseus patagonus
Cyanoloxia brissonii
Cyanoloxia cyanoides
Cyanoloxia glaucocaerulea
Cyanoloxia rothschildii
Cyanolyca argentigula
Cyanolyca armillata
Cyanolyca cucullata
Cyanolyca mirabilis
Cyanolyca nanus
Cyanolyca pulchra
Cyanolyca pumilo
Cyanolyca armillata
Cyanolyca turcosa
Cyanolyca viridicyanus
Cyanomitra alinae
Cyanomitra bannermani
Cyanomitra cyanolaema
Cyanomitra olivacea
Cyanomitra oritis
Cyanomitra veroxii
Cyanomitra verticalis
Riccordia bicolor
Cyanopica cooki
Cyanopica cyanus
Cyanopsitta spixii
Cyanoptila cumatilis
Cyanoptila cyanomelana
Cyanoramphus auriceps
Cyanoramphus forbesi
Cyanoramphus malherbi
Cyanoramphus cookii
Cyanoramphus hochstetteri
Cyanoramphus novaezelandiae
Cyanoramphus saisseti
Cyanoramphus unicolor
Cyclarhis gujanensis
Cyclarhis nigrirostris
Cyclopsitta gulielmitertii
Cyclopsitta diophthalma
Cyclopsitta diophthalma
Cyclopsitta gulielmitertii
Cyclopsitta gulielmitertii
Cyclopsitta gulielmitertii
Cygnus atratus
Cygnus buccinator
Cygnus columbianus
Cygnus cygnus
Cygnus melancoryphus
Cygnus olor
Cymbilaimus lineatus
Cymbilaimus sanctaemariae
Cymbirhynchus macrorhynchos
Cymbirhynchus macrorhynchos
Cynanthus doubledayi
Cynanthus latirostris
Cynanthus latirostris
Phaeoptila sordida
Cyornis banyumas
Cyornis montanus
Cyornis whitei
Cyornis brunneatus
Cyornis caerulatus
Cyornis herioti
Cyornis colonus
Cyornis pelingensis
Cyornis concretus
Cyornis omissus
Cyornis glaucicomans
Cyornis hainanus
Cyornis herioti
Cyornis hoevelli
Cyornis hyacinthinus
Cyornis lemprieri
Cyornis magnirostris
Cyornis nicobaricus
Cyornis olivaceus
Cyornis omissus
Cyornis oscillans
Cyornis pallidipes
Cyornis poliogenys
Cyornis rubeculoides
Cyornis ruckii
Cyornis ruficauda
Cyornis rufigastra
Cyornis sanfordi
Cyornis oscillans
Cyornis sumatrensis
Cyornis superbus
Cyornis tickelliae
Cyornis turcosus
Cyornis umbratilis
Cyornis unicolor
Cyphorhinus arada
Cyphorhinus thoracicus
Cyphorhinus phaeocephalus
Cyphorhinus thoracicus
Bucco macrodactylus
Cypseloides cherriei
Cypseloides cryptus
Cypseloides fumigatus
Cypseloides lemosi
Cypseloides niger
Cypseloides rothschildi
Cypseloides senex
Cypseloides storeri
Cypsiurus balasiensis
Cypsiurus gracilis
Cypsiurus parvus
Cypsnagra hirundinacea
Cyrtonyx montezumae
Cyrtonyx ocellatus
Cyrtonyx montezumae
Dacelo gaudichaud
Dacelo leachii
Dacelo novaeguineae
Dacelo tyro
Dacnis albiventris
Dacnis berlepschi
Dacnis cayana
Dacnis lineata
Dacnis flaviventer
Dacnis hartlaubi
Dacnis lineata
Dacnis nigripes
Dacnis venusta
Dacnis viguieri
Dactylortyx thoracicus
Daphoenositta chrysoptera
Daphoenositta miranda
Daphoenositta papuensis
Daption capense
Daptrius ater
Dasycrotapha plateni
Dasycrotapha pygmaea
Dasycrotapha speciosa
Dasylophus superciliosus
Dasyornis brachypterus
Dasyornis broadbenti
Dasyornis longirostris
Deconychura longicauda
Deconychura longicauda
Deconychura longicauda
Deleornis axillaris
Deleornis fraseri
Delichon dasypus
Delichon urbicum
Delichon nipalense
Delichon urbicum
Ramphotrigon flammulatum
Dendragapus fuliginosus
Dendragapus obscurus
Dendrexetastes rufigula
Dendrocincla anabatina
Dendrocincla fuliginosa
Dendrocincla homochroa
Dendrocincla merula
Dendrocincla turdina
Dendrocincla tyrannina
Dendrocitta bayleii
Dendrocitta cinerascens
Dendrocitta formosae
Dendrocitta frontalis
Dendrocitta leucogastra
Dendrocitta occipitalis
Dendrocitta vagabunda
Dendrocolaptes certhia
Dendrocolaptes hoffmannsi
Dendrocolaptes picumnus
Dendrocolaptes platyrostris
Dendrocolaptes sanctithomae
Dendrocolaptes sanctithomae
Dendrocopos analis
Dendrocopos assimilis
Dendrocopos atratus
Dendrocopos darjellensis
Dendrocopos himalayensis
Dendrocopos hyperythrus
Dendrocopos leucopterus
Dendrocopos leucotos
Dendrocopos macei
Dendrocopos major
Dendrocopos noguchii
Dendrocopos leucotos
Dendrocopos syriacus
Dendrocygna arborea
Dendrocygna arcuata
Dendrocygna autumnalis
Dendrocygna bicolor
Dendrocygna eytoni
Dendrocygna guttata
Dendrocygna javanica
Dendrocygna viduata
Dendronanthus indicus
Ortygornis sephaena
Chloropicus abyssinicus
Dendrocoptes dorae
Chloropicus elachus
Chloropicus elliotii
Chloropicus fuscescens
Chloropicus gabonensis
Chloropicus goertae
Chloropicus griseocephalus
Chloropicus elliotii
Chloropicus lugubris
Chloropicus namaquus
Chloropicus obsoletus
Chloropicus poecilolaemus
Chloropicus pyrrhogaster
Chloropicus spodocephalus
Chloropicus stierlingi
Chloropicus xantholophus
Dendroplex kienerii
Dendroplex picus
Dendrortyx barbatus
Dendrortyx leucophrys
Dendrortyx macroura
Deroptyus accipitrinus
Cossypha anomala
Cossypha archeri
Cossypha caffra
Cossypha humeralis
Cossypha anomala
Cossypha anomala
Microeca papuana
Dicaeum aeneum
Dicaeum agile
Dicaeum annae
Dicaeum anthonyi
Dicaeum aureolimbatum
Dicaeum australe
Dicaeum ignipectus
Dicaeum bicolor
Dicaeum ignipectus
Dicaeum celebicum
Dicaeum chrysorrheum
Dicaeum concolor
Dicaeum cruentatum
Dicaeum dayakorum
Dicaeum erythrorhynchos
Dicaeum erythrothorax
Dicaeum everetti
Dicaeum eximium
Dicaeum geelvinkianum
Dicaeum haematostictum
Dicaeum sanguinolentum
Dicaeum hirundinaceum
Dicaeum hypoleucum
Dicaeum hirundinaceum
Dicaeum igniferum
Dicaeum ignipectus
Dicaeum anthonyi
Dicaeum hirundinaceum
Dicaeum ignipectus
Dicaeum maugei
Dicaeum melanozanthum
Dicaeum minullum
Dicaeum virescens
Dicaeum monticolum
Dicaeum nehrkorni
Dicaeum nigrilore
Dicaeum nitidum
Dicaeum pectorale
Dicaeum proprium
Dicaeum pygmaeum
Dicaeum quadricolor
Dicaeum retrocinctum
Dicaeum sanguinolentum
Dicaeum schistaceiceps
Dicaeum trigonostigma
Dicaeum tristrami
Dicaeum trochileum
Dicaeum vincens
Dicaeum vulneratum
Dicaeum sanguinolentum
Dichrozona cincta
Dicrurus adsimilis
Dicrurus divaricatus
Dicrurus aeneus
Dicrurus aldabranus
Dicrurus andamanensis
Dicrurus annectens
Dicrurus atripennis
Dicrurus balicassius
Dicrurus bracteatus
Dicrurus caerulescens
Dicrurus densus
Dicrurus forficatus
Dicrurus fuscipennis
Dicrurus hottentottus
Dicrurus leucophaeus
Dicrurus lophorinus
Dicrurus ludwigii
Dicrurus occidentalis
Dicrurus sharpei
Dicrurus macrocercus
Dicrurus megarhynchus
Dicrurus menagei
Dicrurus atactus
Dicrurus modestus
Dicrurus montanus
Dicrurus paradiseus
Dicrurus remifer
Dicrurus hottentottus
Dicrurus sumatranus
Dicrurus waldenii
Didunculus strigirostris
Diglossa albilatera
Diglossa baritula
Diglossa brunneiventris
Diglossa caerulescens
Diglossa carbonaria
Diglossa cyanea
Diglossa duidae
Diglossa glauca
Diglossa gloriosa
Diglossa gloriosissima
Diglossa humeralis
Diglossa indigotica
Diglossa lafresnayii
Diglossa major
Diglossa mystacalis
Diglossa plumbea
Diglossa sittoides
Diglossa venezuelensis
Dinemellia dinemelli
Dinopium benghalense
Dinopium everetti
Dinopium javanense
Dinopium psarodes
Dinopium rafflesii
Dinopium shorii
Diomedea exulans
Diomedea exulans
Diomedea exulans
Diomedea epomophora
Diomedea exulans
Diomedea epomophora
Diopsittaca nobilis
Diopsittaca nobilis
Discosura conversii
Discosura langsdorffi
Discosura letitiae
Discosura longicaudus
Discosura popelairii
Diuca diuca
Dives dives
Dives warczewiczi
Dolichonyx oryzivorus
Doliornis remseni
Doliornis sclateri
Donacobius atricapilla
Donacospiza albifrons
Doricha eliza
Doricha enicura
Doryfera johannae
Doryfera ludovicae
Drepanis coccinea
Drepanoptila holosericea
Drepanorhynchus reichenowi
Drepanornis albertisi
Drepanornis bruijnii
Dreptes thomensis
Dromaius novaehollandiae
Dromas ardeola
Dromococcyx pavoninus
Dromococcyx phasianellus
Drymocichla incana
Drymodes beccarii
Drymodes brunneopygia
Drymodes superciliaris
Drymophila caudata
Drymophila devillei
Drymophila ferruginea
Drymophila genei
Drymophila hellmayri
Drymophila klagesi
Drymophila malura
Drymophila ochropyga
Drymophila rubricollis
Drymophila squamata
Drymophila striaticeps
Drymornis bridgesii
Drymotoxeres pucheranii
Dryobates cathpharius
Dryobates minor
Dryobates nuttallii
Dryobates cathpharius
Dryobates pubescens
Dryobates scalaris
Dryocopus hodgei
Dryocopus javensis
Dryocopus martius
Dryolimnas cuvieri
Dryoscopus angolensis
Dryoscopus cubla
Dryoscopus gambensis
Dryoscopus pringlii
Dryoscopus sabini
Dryoscopus senegalensis
Dryotriorchis spectabilis
Dubusia taeniata
Dubusia castaneoventris
Dubusia taeniata
Dubusia taeniata
Ducula aenea
Ducula nicobarica
Ducula aurorae
Ducula badia
Ducula bakeri
Ducula basilica
Ducula bicolor
Ducula brenchleyi
Ducula carola
Ducula chalconota
Ducula cineracea
Ducula concinna
Ducula badia
Ducula finschii
Ducula forsteni
Ducula galeata
Ducula myristicivora
Ducula goliath
Ducula lacernulata
Ducula latrans
Ducula luctuosa
Ducula melanochroa
Ducula mindorensis
Ducula mullerii
Ducula myristicivora
Ducula neglecta
Ducula basilica
Ducula oceanica
Ducula aenea
Ducula pacifica
Ducula perspicillata
Ducula pickeringii
Ducula pinon
Ducula pistrinaria
Ducula poliocephala
Ducula radiata
Ducula rosacea
Ducula rubricera
Ducula rufigaster
Ducula pinon
Ducula spilorrhoa
Ducula subflavescens
Ducula whartoni
Ducula zoeae
Dulus dominicus
Dumetella carolinensis
Dumetia hyperythra
Platysteira concreta
Platysteira blissetti
Platysteira castanea
Platysteira chalybea
Platysteira concreta
Platysteira hormophora
Platysteira jamesoni
Platysteira tonsa
Dysithamnus leucostictus
Dysithamnus mentalis
Dysithamnus occidentalis
Dysithamnus plumbeus
Dysithamnus puncticeps
Dysithamnus stictothorax
Dysithamnus striaticeps
Dysithamnus xanthopterus
Eclectus roratus
Eclectus roratus
Eclectus roratus
Eclectus roratus
Analisoma analis
Edolisoma ceramense
Analisoma coerulescens
Edolisoma dispar
Edolisoma dohertyi
Edolisoma tenuirostre
Edolisoma holopolium
Edolisoma incertum
Edolisoma tenuirostre
Edolisoma melas
Edolisoma tenuirostre
Edolisoma mindanense
Edolisoma tenuirostre
Edolisoma montanum
Edolisoma morio
Edolisoma tenuirostre
Edolisoma tenuirostre
Analisoma ostenta
Celebesia parvula
Edolisoma holopolium
Edolisoma admiralitatis
Edolisoma tenuirostre
Edolisoma tenuirostre
Edolisoma salomonis
Edolisoma schisticeps
Edolisoma sula
Edolisoma tenuirostre
Egretta ardesiaca
Egretta caerulea
Egretta eulophotes
Egretta garzetta
Egretta gularis
Egretta novaehollandiae
Egretta picata
Egretta rufescens
Egretta sacra
Egretta thula
Egretta tricolor
Egretta vinaceigula
Elachura formosa
Elaenia albiceps
Elaenia brachyptera
Elaenia fallax
Elaenia chiriquensis
Elaenia cristata
Elaenia dayi
Elaenia fallax
Elaenia flavogaster
Elaenia frantzii
Elaenia gigas
Elaenia martinica
Elaenia mesoleuca
Elaenia obscura
Elaenia olivina
Elaenia pallatangae
Elaenia parvirostris
Elaenia pelzelni
Elaenia ridleyana
Elaenia ruficeps
Elaenia sordida
Elaenia spectabilis
Elaenia strepera
Elanoides forficatus
Elanus axillaris
Elanus caeruleus
Elanus leucurus
Elanus scriptus
Elaphrornis palliseri
Electron carinatum
Electron platyrhynchum
Eleoscytalopus indigoticus
Eleoscytalopus psychopompus
Eleothreptus anomalus
Eleothreptus candicans
Elminia albicauda
Elminia albiventris
Elminia albonotata
Elminia longicauda
Elminia nigromitrata
Elseyornis melanops
Microchera chionura
Microchera cupreiceps
Emarginata schlegelii
Emarginata sinuata
Emarginata tractrac
Emberiza affinis
Emberiza aureola
Emberiza bruniceps
Emberiza buchanani
Emberiza cabanisi
Emberiza caesia
Emberiza calandra
Emberiza capensis
Emberiza sp.
Emberiza vincenti
Emberiza chrysophrys
Emberiza cia
Emberiza cineracea
Emberiza cioides
Emberiza cirlus
Emberiza citrinella
Emberiza elegans
Emberiza flaviventris
Emberiza fucata
Emberiza godlewskii
Emberiza goslingi
Emberiza hortulana
Emberiza impetuani
Emberiza jankowskii
Emberiza koslowi
Emberiza lathami
Emberiza leucocephalos
Emberiza melanocephala
Emberiza pallasi
Emberiza spodocephala
Emberiza poliopleura
Emberiza pusilla
Emberiza rustica
Emberiza rutila
Emberiza sahari
Emberiza schoeniclus
Emberiza siemsseni
Emberiza socotrana
Emberiza spodocephala
Emberiza stewarti
Emberiza striolata
Emberiza sulphurata
Emberiza tahapisi
Emberiza tristrami
Emberiza variabilis
Emberiza yessoensis
Emberizoides duidae
Emberizoides herbicola
Emberizoides ypiranganus
Embernagra longicauda
Embernagra platensis
Emblema pictum
Eminia lepida
Empidonax affinis
Empidonax albigularis
Empidonax alnorum
Empidonax atriceps
Empidonax difficilis
Empidonax flavescens
Empidonax flaviventris
Empidonax fulvifrons
Empidonax hammondii
Empidonax minimus
Empidonax oberholseri
Empidonax occidentalis
Empidonax traillii
Empidonax virescens
Empidonax wrightii
Empidonomus varius
Enicognathus ferrugineus
Enicognathus leptorhynchus
Enicurus immaculatus
Enicurus leschenaulti
Enicurus maculatus
Enicurus ruficapillus
Enicurus schistaceus
Enicurus scouleri
Enicurus velatus
Enodes erythrophris
Ensifera ensifera
Entomodestes coracinus
Entomodestes leucotis
Entomyzon cyanotis
Entomyzon cyanotis
Eolophus roseicapilla
Eophona migratoria
Eophona personata
Eopsaltria australis
Eopsaltria griseogularis
Eos bornea
Eos cyanogenia
Eos histrio
Eos reticulata
Eos semilarvata
Eos squamata
Ephippiorhynchus asiaticus
Ephippiorhynchus senegalensis
Idiopsar dorsalis
Idiopsar erythronotus
Epimachus fastosus
Epimachus meyeri
Epinecrophylla amazonica
Epinecrophylla erythrura
Epinecrophylla fulviventris
Epinecrophylla gutturalis
Epinecrophylla haematonota
Epinecrophylla ornata
Epinecrophylla leucophthalma
Epinecrophylla ornata
Epinecrophylla spodionota
Epthianura albifrons
Epthianura aurifrons
Epthianura crocea
Epthianura tricolor
Eremalauda dunni
Eremalauda eremodites
Eremomela atricollis
Eremomela badiceps
Eremomela canescens
Eremomela flavicrissalis
Eremomela gregalis
Eremomela icteropygialis
Eremomela salvadorii
Eremomela pusilla
Eremomela scotops
Eremomela turneri
Eremomela usticollis
Eremophila alpestris
Eremophila bilopha
Eremopterix australis
Eremopterix griseus
Eremopterix hova
Eremopterix leucopareia
Eremopterix leucotis
Eremopterix nigriceps
Eremopterix signatus
Eremopterix verticalis
Eriocnemis aline
Eriocnemis cupreoventris
Eriocnemis derbyi
Eriocnemis glaucopoides
Eriocnemis godini
Eriocnemis isabellae
Eriocnemis luciani
Eriocnemis mirabilis
Eriocnemis mosquera
Eriocnemis nigrivestis
Eriocnemis luciani
Eriocnemis vestita
Erithacus rubecula
Erpornis zantholeuca
Erythrocercus holochlorus
Erythrocercus livingstonei
Erythrocercus mccallii
Erythrogenys erythrocnemis
Erythrogenys erythrogenys
Erythrogenys gravivox
Erythrogenys hypoleucos
Erythrogenys mcclellandi
Erythrogenys swinhoei
Erythrogonys cinctus
Erythropitta arquata
Erythropitta caeruleitorques
Erythropitta celebensis
Erythropitta dohertyi
Erythropitta erythrogaster
Erythropitta gazellae
Erythropitta granatina
Erythropitta erythrogaster
Erythropitta kochi
Erythropitta macklotii
Erythropitta meeki
Erythropitta novaehibernicae
Erythropitta palliceps
Erythropitta rubrinucha
Erythropitta rufiventris
Erythropitta splendida
Erythropitta ussheri
Erythropitta venusta
Erythrotriorchis buergersi
Erythrotriorchis radiatus
Erythrura coloria
Erythrura cyaneovirens
Erythrura regia
Erythrura hyperythra
Erythrura kleinschmidti
Erythrura papuana
Erythrura pealii
Erythrura prasina
Erythrura psittacea
Erythrura trichroa
Erythrura tricolor
Erythrura viridifacies
Esacus magnirostris
Esacus recurvirostris
Estrilda astrild
Estrilda atricapilla
Brunhilda charmosyna
Glaucestrilda caerulescens
Brunhilda erythronotos
Estrilda kandti
Estrilda melpoda
Estrilda nigriloris
Estrilda nonnula
Estrilda paludicola
Glaucestrilda perreini
Estrilda poliopareia
Estrilda rhodopyga
Estrilda rufibarba
Glaucestrilda thomensis
Estrilda troglodytes
Eubucco richardsoni
Eubucco bourcierii
Eubucco versicolor
Eubucco richardsoni
Eubucco versicolor
Eubucco tucinkae
Eubucco versicolor
Euchrepomis callinota
Euchrepomis humeralis
Euchrepomis sharpei
Euchrepomis spodioptila
Eucometis penicillata
Eudocimus albus
Eudocimus ruber
Eudromia elegans
Eudromia formosa
Charadrius morinellus
Eudynamys melanorhynchus
Eudynamys orientalis
Eudynamys scolopaceus
Eudyptes chrysocome
Eudyptes chrysolophus
Eudyptes moseleyi
Eudyptes pachyrhynchus
Eudyptes robustus
Eudyptes schlegeli
Eudyptes sclateri
Eudyptula minor
Eugenes fulgens
Eugenes spectabilis
Eugerygone rubra
Eugralla paradoxa
Gallirallus castaneoventris
Eulacestoma nigropectus
Eulampis holosericeus
Eulampis jugularis
Eulidia yarrellii
Eulipoa wallacei
Eumomota superciliosa
Eumyias additus
Eumyias albicaudatus
Eumyias indigo
Eumyias panayensis
Eumyias indigo
Eumyias sordidus
Eumyias thalassinus
Euneornis campestris
Eunymphicus cornutus
Eunymphicus uvaeensis
Euodice cantans
Euodice malabarica
Eupetes macrocerus
Eupetomena macroura
Euphagus carolinus
Euphagus cyanocephalus
Eupherusa cyanophrys
Eupherusa eximia
Eupherusa nigriventris
Eupherusa poliocerca
Euphonia affinis
Euphonia godmani
Euphonia sp.
Euphonia anneae
Euphonia cayennensis
Euphonia chalybea
Euphonia chlorotica
Euphonia chrysopasta
Euphonia concinna
Chlorophonia cyanocephala
Chlorophonia elegantissima
Euphonia finschi
Chlorophonia musica
Euphonia fulvicrissa
Euphonia gouldi
Euphonia hirundinacea
Euphonia imitans
Euphonia jamaica
Euphonia laniirostris
Euphonia luteicapilla
Euphonia mesochrysa
Euphonia minuta
Chlorophonia musica
Euphonia pectoralis
Euphonia plumbea
Euphonia rufiventris
Euphonia saturata
Chlorophonia musica
Euphonia trinitatis
Euphonia violacea
Euphonia xanthogaster
Euplectes afer
Euplectes albonotatus
Euplectes ardens
Euplectes aureus
Euplectes axillaris
Euplectes capensis
Euplectes diadematus
Euplectes franciscanus
Euplectes gierowii
Euplectes hartlaubi
Euplectes hordeaceus
Euplectes jacksoni
Euplectes ardens
